year,cement_co2,co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,other_industry_co2
2013-02-01,1448.7381666666668,35340.73066666667,15026.73825,387.56558333333334,6551.862666666667,4652.2525000000005,11630.806416666666,295.01675
2013-03-01,1453.3903333333333,35362.25833333333,15028.9905,387.5961666666667,6561.198333333334,4676.384,11635.167833333333,295.91249999999997
2013-04-01,1458.0425,35383.786,15031.242750000001,387.62675,6570.534,4700.5154999999995,11639.52925,296.80825
2013-05-01,1462.6946666666668,35405.31366666667,15033.495,387.6573333333333,6579.8696666666665,4724.647,11643.890666666666,297.704
2013-06-01,1467.3468333333333,35426.84133333334,15035.74725,387.6879166666667,6589.205333333333,4748.7785,11648.252083333333,298.59975
2013-07-01,1471.999,35448.369000000006,15037.999500000002,387.7185,6598.541,4772.91,11652.6135,299.4955
2013-08-01,1476.6511666666668,35469.89666666667,15040.251750000001,387.7490833333333,6607.876666666667,4797.041499999999,11656.974916666666,300.39125
2013-09-01,1481.3033333333333,35491.424333333336,15042.504,387.7796666666667,6617.212333333334,4821.173,11661.336333333333,301.287
2013-10-01,1485.9555,35512.952000000005,15044.75625,387.81025,6626.548000000001,4845.3045,11665.69775,302.18275
2013-11-01,1490.6076666666668,35534.479666666666,15047.0085,387.8408333333333,6635.883666666667,4869.436,11670.059166666666,303.0785
2013-12-01,1495.2598333333333,35556.007333333335,15049.260750000001,387.8714166666667,6645.219333333333,4893.567499999999,11674.420583333333,303.97425
2014-01-01,1499.912,35577.535,15051.513,387.902,6654.555,4917.699,11678.782,304.87
2014-02-01,1495.289,35575.95425,15023.060916666667,387.538,6665.681583333334,4956.70025,11699.688916666666,304.6949166666667
2014-03-01,1490.666,35574.3735,14994.608833333334,387.174,6676.808166666667,4995.701499999999,11720.595833333333,304.51983333333334
2014-04-01,1486.0430000000001,35572.79275,14966.15675,386.81,6687.93475,5034.7027499999995,11741.50275,304.34475
2014-05-01,1481.42,35571.212,14937.704666666667,386.44599999999997,6699.061333333333,5073.704,11762.409666666666,304.16966666666667
2014-06-01,1476.797,35569.63125,14909.252583333333,386.082,6710.187916666667,5112.70525,11783.316583333333,303.99458333333337
2014-07-01,1472.174,35568.0505,14880.800500000001,385.71799999999996,6721.3145,5151.7065,11804.2235,303.8195
2014-08-01,1467.551,35566.469750000004,14852.348416666668,385.354,6732.441083333333,5190.70775,11825.130416666667,303.64441666666664
2014-09-01,1462.9279999999999,35564.889,14823.896333333334,384.99,6743.567666666667,5229.709,11846.037333333334,303.46933333333334
2014-10-01,1458.3049999999998,35563.30825,14795.44425,384.626,6754.69425,5268.71025,11866.94425,303.29425000000003
2014-11-01,1453.682,35561.7275,14766.992166666667,384.262,6765.820833333333,5307.711499999999,11887.851166666667,303.1191666666667
2014-12-01,1449.059,35560.14675,14738.540083333333,383.89799999999997,6776.947416666666,5346.71275,11908.758083333334,302.9440833333333
2015-01-01,1444.436,35558.566,14710.088,383.534,6788.074,5385.714,11929.665,302.769
2015-02-01,1448.0344166666666,35555.70141666666,14680.964416666666,383.10491666666667,6803.538583333333,5314.2252499999995,11937.512333333334,302.5469166666667
2015-03-01,1451.6328333333333,35552.836833333335,14651.840833333334,382.67583333333334,6819.003166666666,5242.7365,11945.359666666667,302.32483333333334
2015-04-01,1455.2312499999998,35549.97225,14622.71725,382.24675,6834.46775,5171.24775,11953.207,302.10275
2015-05-01,1458.8296666666665,35547.10766666666,14593.593666666666,381.81766666666664,6849.932333333333,5099.759,11961.054333333333,301.8806666666667
